id,eventtime,eventtimensecs,issolicited,transactiontime,transactiontimensecs,txid,financefundid,execpricecurrencyid,isinternal,shortsellreportingexempt,swapindicator,directedorderindicator,linkedtransactioncount,linkedtransactionindex,transactiontobecleared,connectionukey,isestimatedprice,bookingeligible,agencyclientid,commissioncurrencyid,fxbuycurrencyid,fxsellcurrencyid,sequencenumber,elysiumrevisionnumber,traderid,possresend
8260111005980,1625798559,,,1625798559,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005979,1625798650,,,1625798650,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005978,1625793059,,,1625793059,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005977,1625784302,,,1625784302,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005976,1625798342,,,1625798342,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005975,1625793005,,,1625793005,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005974,1625792584,,,1625792584,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005973,1625795279,,,1625795279,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005972,1625795223,,,1625795223,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005971,1625794923,,,1625794923,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005970,1625791665,,,1625791665,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005969,1625795060,,,1625795060,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005968,1625791572,,,1625791572,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005967,1625792668,,,1625792668,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005966,1625798099,,,1625798099,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005965,1625792403,,,1625792403,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005964,1625791929,,,1625791929,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005963,1625791989,,,1625791989,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005962,1625791263,,,1625791263,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005961,1625792234,,,1625792234,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005960,1625791319,,,1625791319,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005959,1625792463,,,1625792463,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005958,1625792402,,,1625792402,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005957,1625791688,,,1625791688,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005956,1625791583,,,1625791583,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005955,1625792103,,,1625792103,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005954,1625790909,,,1625790909,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005953,1625790722,,,1625790722,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005952,1625790542,,,1625790542,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005951,1625796539,,,1625796539,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005950,1625796845,,,1625796845,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005949,1625800922,,,1625800922,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005948,1625796539,,,1625796539,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005947,1625800439,,,1625800439,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005946,1625793963,,,1625793963,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005945,1625800120,,,1625800120,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005944,1625793900,,,1625793900,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005943,1625796494,,,1625796494,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005942,1625793732,,,1625793732,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005941,1625785391,,,1625785391,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005940,1625796419,,,1625796419,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005939,1625793570,,,1625793570,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005938,1625793903,,,1625793903,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005937,1625793902,,,1625793902,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005936,1625796246,,,1625796246,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005935,1625799059,,,1625799059,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005934,1625795529,,,1625795529,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005933,1625795459,,,1625795459,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005932,1625784419,,,1625784419,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005931,1625792942,,,1625792942,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005930,1625784670,,,1625784670,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005929,1625795314,,,1625795314,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005928,1625793129,,,1625793129,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005927,1625783600,,,1625783600,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005926,1625792594,,,1625792594,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005925,1625792639,,,1625792639,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005924,1625798113,,,1625798113,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005923,1625792702,,,1625792702,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005922,1625791743,,,1625791743,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005921,1625791383,,,1625791383,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005920,1625791503,,,1625791503,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005919,1625791319,,,1625791319,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005918,1625791835,,,1625791835,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005917,1625792464,,,1625792464,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005916,1625791259,,,1625791259,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005915,1625790783,,,1625790783,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005914,1625790959,,,1625790959,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005913,1625791019,,,1625791019,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005912,1625790962,,,1625790962,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005911,1625791379,,,1625791379,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005910,1625790479,,,1625790479,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005909,1625787090,,,1625787090,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005908,1625794383,,,1625794383,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005907,1625794110,,,1625794110,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005906,1625800022,,,1625800022,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005905,1625799847,,,1625799847,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005904,1625785320,,,1625785320,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005903,1625793963,,,1625793963,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005902,1625785023,,,1625785023,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005901,1625799779,,,1625799779,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005900,1625799722,,,1625799722,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005899,1625795766,,,1625795766,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005898,1625795462,,,1625795462,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005897,1625793228,,,1625793228,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005896,1625795399,,,1625795399,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005895,1625792952,,,1625792952,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005894,1625799002,,,1625799002,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005893,1625798519,,,1625798519,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005892,1625784191,,,1625784191,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005891,1625783766,,,1625783766,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005890,1625792668,,,1625792668,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005889,1625798519,,,1625798519,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005888,1625792293,,,1625792293,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005887,1625791534,,,1625791534,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005886,1625798233,,,1625798233,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005885,1625792013,,,1625792013,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005884,1625794906,,,1625794906,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005883,1625798162,,,1625798162,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005882,1625791871,,,1625791871,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005881,1625791332,,,1625791332,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005880,1625791919,,,1625791919,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005879,1625792219,,,1625792219,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005878,1625791180,,,1625791180,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005877,1625792045,,,1625792045,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005876,1625790719,,,1625790719,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005875,1625791259,,,1625791259,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005874,1625791205,,,1625791205,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005873,1625796479,,,1625796479,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005872,1625800322,,,1625800322,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005871,1625800499,,,1625800499,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005870,1625796593,,,1625796593,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005869,1625800623,,,1625800623,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005868,1625800679,,,1625800679,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005867,1625796321,,,1625796321,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005866,1625793903,,,1625793903,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005865,1625793902,,,1625793902,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005864,1625793902,,,1625793902,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005863,1625794128,,,1625794128,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005862,1625799782,,,1625799782,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005861,1625793674,,,1625793674,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005860,1625786043,,,1625786043,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005859,1625799959,,,1625799959,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005858,1625793722,,,1625793722,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005857,1625793622,,,1625793622,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005856,1625793603,,,1625793603,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005855,1625793913,,,1625793913,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005854,1625796307,,,1625796307,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005853,1625799239,,,1625799239,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005852,1625795887,,,1625795887,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005851,1625795879,,,1625795879,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005850,1625793599,,,1625793599,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005849,1625784539,,,1625784539,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005848,1625799612,,,1625799612,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005847,1625784783,,,1625784783,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005846,1625793433,,,1625793433,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005845,1625784302,,,1625784302,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005844,1625798871,,,1625798871,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005843,1625795043,,,1625795043,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005842,1625798723,,,1625798723,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005841,1625792762,,,1625792762,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005840,1625792587,,,1625792587,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005839,1625791717,,,1625791717,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005838,1625791739,,,1625791739,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005837,1625791623,,,1625791623,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005836,1625795001,,,1625795001,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005835,1625792219,,,1625792219,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005834,1625792088,,,1625792088,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005833,1625792597,,,1625792597,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005832,1625791665,,,1625791665,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005831,1625792290,,,1625792290,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005830,1625791802,,,1625791802,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005829,1625790899,,,1625790899,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005828,1625792162,,,1625792162,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005827,1625790776,,,1625790776,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005826,1625790959,,,1625790959,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005825,1625790630,,,1625790630,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005824,1625791979,,,1625791979,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005823,1625791334,,,1625791334,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005822,1625791319,,,1625791319,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005821,1625790372,,,1625790372,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005820,1625790599,,,1625790599,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005819,1625790367,,,1625790367,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005818,1625794203,,,1625794203,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005817,1625796734,,,1625796734,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005816,1625800223,,,1625800223,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005815,1625794019,,,1625794019,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005814,1625796314,,,1625796314,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005813,1625800379,,,1625800379,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005812,1625786309,,,1625786309,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005811,1625785263,,,1625785263,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005810,1625799664,,,1625799664,,,210574,4128,,,0,0,,,,8889,,1,,,,,,,,
8260111005809,1625793483,,,1625793483,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005808,1625799663,,,1625799663,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005807,1625799599,,,1625799599,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005806,1625800019,,,1625800019,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005805,1625799374,,,1625799374,,,210574,4128,,,0,0,,,,8889,,1,,,,,,,,
8260111005804,1625784963,,,1625784963,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005803,1625799782,,,1625799782,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005802,1625793367,,,1625793367,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005801,1625793722,,,1625793722,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005800,1625793662,,,1625793662,,,210574,9,,,0,0,,,,8889,,1,,,,,,,,
8260111005799,1625793179,,,1625793179,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005798,1625793175,,,1625793175,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005797,1625795703,,,1625795703,,,210574,3862,,,0,0,,,,8889,,1,,,,,,,,
8260111005796,1625793299,,,1625793299,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005795,1625793242,,,1625793242,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005794,1625795999,,,1625795999,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005793,1625793111,,,1625793111,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005792,1625793252,,,1625793252,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005791,1625799422,,,1625799422,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005790,1625795594,,,1625795594,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005789,1625799059,,,1625799059,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005788,1625795343,,,1625795343,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005787,1625784539,,,1625784539,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005786,1625793059,,,1625793059,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005785,1625795104,,,1625795104,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005784,1625792462,,,1625792462,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005783,1625783459,,,1625783459,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005782,1625794992,,,1625794992,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005781,1625792462,,,1625792462,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005780,1625791991,,,1625791991,,,210574,4537,,,0,0,,,,8889,,1,,,,,,,,
8260111005779,1625791439,,,1625791439,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005778,1625783411,,,1625783411,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005777,1625791814,,,1625791814,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005776,1625791083,,,1625791083,,,210574,1,,,0,0,,,,8889,,1,,,,,,,,
8260111005775,1625791199,,,1625791199,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005774,1625791022,,,1625791022,,,210574,4,,,0,0,,,,8889,,1,,,,,,,,
8260111005773,1625790803,,,1625790803,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005772,1625791573,,,1625791573,,,210574,11,,,0,0,,,,8889,,1,,,,,,,,
8260111005771,1625791562,,,1625791562,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005770,1625790905,,,1625790905,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
8260111005769,1625791499,,,1625791499,,,210574,4,,,0,0,,,,8627,,1,,,,,,,,
